#####################################################################
# Alchemist log file - simulation started at: 2024-11-14T08:50+0000 #
#####################################################################
#
# seed = 0.0, alpha = 1.0, globalRound = 50
#
# The columns have the following meaning: 
# time reward[min] reward[max] reward[mean] reward[variance] batteryCapacity[min] batteryCapacity[max] batteryCapacity[mean] batteryCapacity[variance] localComponentsPercentage[min] localComponentsPercentage[max] localComponentsPercentage[mean] localComponentsPercentage[variance] batteryPercentage[min] batteryPercentage[max] batteryPercentage[mean] batteryPercentage[variance] totalCost[min] totalCost[max] totalCost[mean] totalCost[variance] componentsInCloud[min] componentsInCloud[max] componentsInCloud[mean] componentsInCloud[sum] componentsInCloud[variance] componentsInInfrastructural[min] componentsInInfrastructural[max] componentsInInfrastructural[mean] componentsInInfrastructural[sum] componentsInInfrastructural[variance] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN 0.0 NaN
0.0011337332612453288 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.0 NaN NaN NaN NaN 0.0 NaN
1.0011337332612453 NaN NaN NaN NaN 4192.8378378378375 4192.8378378378375 4192.8378378378375 0.0 NaN NaN NaN NaN 99.82947232947232 99.82947232947232 99.82947232947232 0.0 NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2.0011337332612453 NaN NaN NaN NaN 4185.675675675675 4192.8378378378375 4192.551351351351 2.0518626734845076 NaN NaN NaN NaN 99.65894465894463 99.82947232947232 99.82265122265122 0.0011631874566240185 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3.0011337332612453 NaN NaN NaN NaN 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 0.5000000000000001 0.10000000000000002 0.050000000000000024 0.0 0.0 0.0 0.0 0.0 0.0 18.0 6.0 18.0 108.0
4.001133733261245 NaN NaN NaN NaN 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 1.8888888888888888 0.37777777777777777 0.7135802469135804 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335
5.001133733261245 NaN NaN NaN NaN 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 3.2777777777777777 0.6555555555555556 2.1487654320987652 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335
6.001133733261245 NaN NaN NaN NaN 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 4.666666666666666 0.9333333333333332 4.355555555555555 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335
7.001133733261245 NaN NaN NaN NaN 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 1.211111111111111 7.333950617283949 0.0 0.0 0.0 0.0 0.0 0.0 50.0 16.666666666666664 50.0 833.3333333333335
8.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 1.2666666666666666 7.171527777777777 0.0 0.0 0.0 0.0 0.0 0.0 5.0 3.3333333333333335 10.0 8.333333333333334
9.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 1.5444444444444447 6.533024691358024 0.0 0.0 0.0 0.0 0.0 0.0 25.0 16.666666666666668 50.0 208.33333333333337
10.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 1.8222222222222222 6.183873456790123 0.0 0.0 0.0 0.0 0.0 0.0 25.0 16.666666666666668 50.0 208.33333333333337
11.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 2.1 6.124074074074074 0.0 0.0 0.0 0.0 0.0 0.0 25.0 16.666666666666668 50.0 208.33333333333337
12.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 2.3777777777777778 6.353626543209876 0.0 0.0 0.0 0.0 0.0 0.0 25.0 16.666666666666668 50.0 208.33333333333337
13.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 2.4333333333333336 6.435802469135803 0.0 0.0 0.0 0.0 0.0 0.0 7.0 3.3333333333333335 10.0 12.333333333333334
14.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 2.7111111111111112 7.0125771604938265 0.0 0.0 0.0 0.0 0.0 0.0 25.0 16.666666666666668 50.0 208.33333333333337
15.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 2.9888888888888894 7.878703703703703 0.0 0.0 0.0 0.0 0.0 0.0 25.0 16.666666666666668 50.0 208.33333333333337
16.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 3.266666666666667 9.034182098765434 0.0 0.0 0.0 0.0 0.0 0.0 25.0 16.666666666666668 50.0 208.33333333333337
17.001133733261245 0.00 0.00 0.00 0.00 4185.675675675675 4192.8378378378375 4190.545945945945 11.627221816412202 0.0 0.0 0.0 0.0 99.65894465894463 99.82947232947232 99.77490347490347 0.0065913955875360995 0.0 6.055555555555555 3.5444444444444447 10.479012345679013 0.0 0.0 0.0 0.0 0.0 0.0 25.0 16.666666666666668 50.0 208.33333333333337
